image,lot,source,order,brightness,gamma,sigmoid_k,sigmoid_mid,thr,pred_class,confidence,status,error
p4_18.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.782903790473938,ok,
p4_19.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.5925340056419373,ok,
p4_20.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.4174680709838867,ok,
p4_21.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8478219509124756,ok,
p4_22.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.725706934928894,ok,
p4_23.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6191336512565613,ok,
p4_24.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6513228416442871,ok,
p4_25.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.6455987691879272,ok,
p4_26.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6342176795005798,ok,
p4_27.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Potato,0.6217692494392395,ok,
p4_28.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.5307785868644714,ok,
p4_29.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.7370208501815796,ok,
p4_30.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8379685878753662,ok,
p4_31.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.813154935836792,ok,
p4_32.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8895792961120605,ok,
p4_33.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.825286865234375,ok,
p4_34.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.7644493579864502,ok,
p4_35.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.605725109577179,ok,
p4_36.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6539019346237183,ok,
p4_37.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.700447678565979,ok,
p4_38.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.7587528824806213,ok,
p4_39.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.6763560771942139,ok,
p4_40.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.9112776517868042,ok,
p4_41.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.7570048570632935,ok,
p4_42.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.641355037689209,ok,
p4_43.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.9169836640357971,ok,
p4_44.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8694563508033752,ok,
p4_45.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.9141238927841187,ok,
p4_46.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.46913325786590576,ok,
p4_47.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.5400294065475464,ok,
p4_48.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.827838122844696,ok,
p4_49.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.562228262424469,ok,
p4_50.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.47060638666152954,ok,
p4_51.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6120241284370422,ok,
p4_52.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6155813932418823,ok,
p4_53.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.5611549615859985,ok,
p4_54.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.6844777464866638,ok,
p4_55.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.7046511173248291,ok,
p4_56.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.7340048551559448,ok,
p4_57.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8302478790283203,ok,
p4_58.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.6499907970428467,ok,
p4_59.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.6419437527656555,ok,
p4_60.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.9197021722793579,ok,
p4_61.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.4890819191932678,ok,
p4_62.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.5077396035194397,ok,
p4_63.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8042286038398743,ok,
p4_64.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.7925654053688049,ok,
p4_65.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.6969733834266663,ok,
p4_66.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.5581322908401489,ok,
p4_67.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.4648548364639282,ok,
p4_68.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8074477910995483,ok,
p4_69.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.5462928414344788,ok,
p4_70.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.41172051429748535,ok,
p4_71.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Damaged potato,0.7469266057014465,ok,
p4_72.png,4,definitive,sigmoid_only,1.0,1.0,6.0,0.5,0.2,Diseased-fungal potato,0.8221423029899597,ok,
